strike,2021-03-26,2021-04-01,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-21,2021-06-18,2021-07-16
75.0,1.875,1.4375,0.345703125,0.9375,0.357421875,0.41796875,0.6875,0.38671875,0.47265625
80.0,1.875,1.375,0.345703125,0.9375,0.357421875,0.41796875,0.653125,0.38671875,0.47265625
85.0,1.76171875,1.29296875,0.345703125,0.9375,0.357421875,0.41796875,0.61875,0.38671875,0.47265625
90.0,1.6484375,1.2109375,0.345703125,0.84375,0.357421875,0.41796875,0.584375,0.38671875,0.47265625
95.0,1.53515625,1.12890625,0.345703125,0.75,0.357421875,0.41796875,0.55,0.38671875,0.47265625
100.0,1.421875,1.046875,0.345703125,0.65625,0.357421875,0.41796875,0.515625,0.38671875,0.47265625
105.0,1.0,0.96875,0.345703125,0.59375,0.357421875,0.41796875,0.5,0.38671875,0.4296875
110.0,1.0,0.75,0.345703125,0.5625,0.357421875,0.41796875,0.46484375,0.38671875,0.4140625
115.0,0.5,0.78125,0.345703125,0.515625,0.357421875,0.41796875,0.4375,0.38671875,0.4013671875
120.0,0.5,0.7421875,0.345703125,0.5,0.357421875,0.41796875,0.40625,0.38671875,0.376953125
123.0,0.5625,0.6822916666666666,0.345703125,0.484375,0.357421875,0.4137912326388889,0.3990885416666667,0.3782552083333333,0.3746744791666667
124.0,0.625,0.6223958333333334,0.345703125,0.46875,0.357421875,0.4096137152777778,0.3919270833333333,0.3697916666666667,0.3723958333333333
125.0,0.625,0.5625,0.345703125,0.453125,0.357421875,0.4054361979166667,0.384765625,0.361328125,0.3701171875
126.0,0.859375,0.546875,0.345703125,0.44453125,0.357421875,0.4012586805555556,0.380078125,0.358984375,0.36787109375
127.0,0.5625,0.53125,0.345703125,0.4359375,0.357421875,0.3970811631944444,0.375390625,0.356640625,0.365625
128.0,0.59375,0.515625,0.345703125,0.42734375,0.357421875,0.3929036458333333,0.370703125,0.354296875,0.36337890625
129.0,0.9296875,0.671875,0.345703125,0.41875,0.357421875,0.3887261284722222,0.366015625,0.351953125,0.3611328125
130.0,0.5625,0.46875,0.345703125,0.41015625,0.357421875,0.3845486111111111,0.361328125,0.349609375,0.35888671875
131.0,0.5,0.46875,0.345703125,0.404296875,0.357421875,0.38037109375,0.3595703125,0.348046875,0.3548828125
132.0,0.515625,0.421875,0.345703125,0.3984375,0.357421875,0.3761935763888889,0.3578125,0.346484375,0.35087890625
133.0,0.484375,0.4453125,0.345703125,0.392578125,0.357421875,0.3720160590277778,0.3560546875,0.344921875,0.346875
134.0,0.515625,0.421875,0.345703125,0.38671875,0.357421875,0.3678385416666667,0.354296875,0.343359375,0.34287109375
135.0,0.46875,0.42578125,0.345703125,0.380859375,0.357421875,0.3636610243055556,0.3525390625,0.341796875,0.3388671875
136.0,0.46875,0.4296875,0.345703125,0.376171875,0.357421875,0.3594835069444444,0.34921875,0.33984375,0.3376953125
137.0,0.484375,0.375,0.345703125,0.371484375,0.357421875,0.3553059895833333,0.3458984375,0.337890625,0.3365234375
138.0,0.4583333333333333,0.359375,0.345703125,0.366796875,0.357421875,0.3511284722222222,0.342578125,0.3359375,0.3353515625
139.0,0.4322916666666667,0.3671875,0.345703125,0.362109375,0.357421875,0.3469509548611111,0.3392578125,0.333984375,0.3341796875
140.0,0.40625,0.3828125,0.345703125,0.357421875,0.357421875,0.3427734375,0.3359375,0.33203125,0.3330078125
141.0,0.40625,0.375,0.345703125,0.349609375,0.3408203125,0.33935546875,0.3373046875,0.330078125,0.3298828125
142.0,0.40625,0.36328125,0.345703125,0.341796875,0.328125,0.3359375,0.338671875,0.328125,0.3267578125
143.0,0.3671875,0.3515625,0.345703125,0.333984375,0.34375,0.3369140625,0.3400390625,0.326171875,0.3236328125
144.0,0.37109375,0.33984375,0.345703125,0.326171875,0.3359375,0.3466796875,0.34140625,0.32421875,0.3205078125
145.0,0.34765625,0.36328125,0.345703125,0.318359375,0.34765625,0.333984375,0.3427734375,0.322265625,0.3173828125
146.0,0.3515625,0.34375,0.3125,0.31875,0.380859375,0.327880859375,0.3412109375,0.323046875,0.32109375
147.0,0.37109375,0.328125,0.30078125,0.319140625,0.3427734375,0.32177734375,0.3396484375,0.323828125,0.3248046875
148.0,0.32421875,0.326171875,0.341796875,0.31953125,0.32421875,0.315673828125,0.3380859375,0.324609375,0.328515625
149.0,0.3671875,0.30859375,0.341796875,0.319921875,0.3203125,0.3095703125,0.3365234375,0.325390625,0.3322265625
150.0,0.3125,0.32421875,0.3173828125,0.3203125,0.328125,0.3330078125,0.3349609375,0.326171875,0.3359375
152.5,0.40234375,0.33984375,0.31640625,0.33349609375,0.3134765625,0.33251953125,0.337890625,0.333984375,0.33935546875
