strike,2021-06-18,2021-07-16,2021-09-17
90.0,0.15234375,1.1689453125,0.533203125
95.0,0.15234375,1.1689453125,0.533203125
100.0,0.15234375,1.1689453125,0.533203125
105.0,0.15234375,1.1689453125,0.533203125
110.0,0.15234375,1.1689453125,0.533203125
115.0,0.15234375,1.1689453125,0.533203125
120.0,0.15234375,1.1689453125,0.533203125
125.0,0.15234375,1.1689453125,0.533203125
130.0,0.15234375,1.1689453125,0.533203125
135.0,0.15234375,1.1689453125,0.533203125
140.0,0.15234375,1.1689453125,0.533203125
145.0,0.15234375,1.1689453125,0.6943359375
150.0,0.15234375,1.1689453125,0.85546875
155.0,0.15234375,1.109375,0.789306640625
160.0,0.15234375,0.7578125,0.72314453125
165.0,0.15234375,0.40625,0.8955078125
170.0,0.15234375,0.359375,0.443359375
175.0,0.15234375,1.09375,0.67724609375
180.0,0.15234375,0.546875,0.28125
185.0,0.15234375,1.00341796875,0.49072265625
190.0,0.15234375,0.4736328125,0.4833984375
195.0,0.15234375,0.4189453125,0.29052734375
200.0,0.15234375,0.45654296875,0.2744140625
205.0,0.15234375,0.494140625,0.25244140625
210.0,0.15234375,0.3447265625,0.2529296875
215.0,0.15234375,0.25390625,0.2529296875
220.0,0.15234375,0.21875,0.24560546875
225.0,0.15234375,0.25390625,0.25830078125
230.0,0.15234375,0.2333984375,0.2509765625
235.0,0.15234375,0.22265625,0.224365234375
240.0,0.15234375,0.20849609375,0.2238498263888889
245.0,0.20263671875,0.2138671875,0.2233344184027778
250.0,0.23974609375,0.2138671875,0.22281901041666666
255.0,0.267578125,0.2138671875,0.22230360243055555
260.0,0.291015625,0.2138671875,0.22178819444444445
265.0,0.3203125,0.2138671875,0.22127278645833334
270.0,0.3291015625,0.2138671875,0.2207573784722222
275.0,0.3544921875,0.2138671875,0.2202419704861111
280.0,0.3583984375,0.2138671875,0.2197265625
285.0,0.4521484375,0.2138671875,0.216796875
290.0,0.4501953125,0.21484375,0.2216796875
295.0,0.4365234375,0.228515625,0.2255859375
300.0,0.4248046875,0.23828125,0.2255859375
305.0,0.43408203125,0.24609375,0.2265625
310.0,0.443359375,0.25,0.2294921875
315.0,0.45703125,0.26171875,0.2392578125
320.0,0.470703125,0.26953125,0.2490234375
325.0,0.470703125,0.283203125,0.2548828125
330.0,0.470703125,0.28125,0.26171875
335.0,0.470703125,0.296875,0.2578125
340.0,0.470703125,0.3125,0.28515625
345.0,0.470703125,0.3125,0.26953125
350.0,0.470703125,0.328125,0.265625
355.0,0.470703125,0.3203125,0.279296875
360.0,0.470703125,0.328125,0.296875
365.0,0.470703125,0.3671875,0.3037109375
370.0,0.470703125,0.3515625,0.310546875
375.0,0.470703125,0.375,0.3076171875
380.0,0.470703125,0.375,0.3046875
385.0,0.470703125,0.375,0.3251953125
390.0,0.470703125,0.375,0.345703125
