strike,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-06-30,2021-07-16,2021-08-20,2021-09-17,2021-09-30,2021-11-19,2021-12-17,2021-12-31
130.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
133.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
134.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
140.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
145.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
149.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
150.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
151.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
152.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
153.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
154.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
155.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
158.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
160.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
161.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
162.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
163.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
164.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
165.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
166.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
167.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
168.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
169.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
170.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
171.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.51953125,0.421630859375
172.0,1.33203125,0.765625,0.20703125,0.1865234375,0.3359375,0.861328125,0.2109375,0.822265625,0.359375,0.35009765625,0.42578125,0.5185546875,0.413818359375,0.407470703125,0.421630859375
