strike,2021-05-21,2021-06-18,2021-09-17
100.0,0.1328125,0.0498046875,0.025390625
105.0,0.1328125,0.0498046875,0.025390625
110.0,0.1328125,0.0498046875,0.025390625
115.0,0.1328125,0.0498046875,0.025390625
120.0,0.1328125,0.0498046875,0.025390625
121.0,0.1328125,0.0498046875,0.025390625
122.0,0.1328125,0.0498046875,0.025390625
123.0,0.1328125,0.0498046875,0.025390625
124.0,0.1328125,0.0498046875,0.025390625
125.0,0.1328125,0.0498046875,0.025390625
126.0,0.1328125,0.0498046875,0.025390625
127.0,0.1328125,0.0498046875,0.025390625
128.0,0.1328125,0.0498046875,0.025390625
129.0,0.1328125,0.0498046875,0.025390625
130.0,0.1328125,0.0498046875,0.025390625
131.0,0.1328125,0.0498046875,0.025390625
132.0,0.1328125,0.0498046875,0.025390625
133.0,0.1328125,0.0498046875,0.025390625
134.0,0.1328125,0.0498046875,0.025390625
135.0,0.1328125,0.0498046875,0.025390625
136.0,0.1328125,0.0498046875,0.025390625
137.0,0.1328125,0.0498046875,0.025390625
138.0,0.1328125,0.0498046875,0.025390625
139.0,0.1328125,0.0498046875,0.025390625
140.0,0.1328125,0.0498046875,0.025390625
141.0,0.1328125,0.0498046875,0.025390625
142.0,0.1328125,0.0498046875,0.025390625
143.0,0.1328125,0.0498046875,0.025390625
144.0,0.1328125,0.0498046875,0.025390625
145.0,0.1328125,0.0498046875,0.025390625
146.0,0.1328125,0.0498046875,0.025390625
147.0,0.1328125,0.0498046875,0.025390625
148.0,0.1328125,0.0498046875,0.025390625
149.0,0.1328125,0.0498046875,0.025390625
150.0,0.1328125,0.0498046875,0.025390625
151.0,0.1328125,0.0498046875,0.025390625
152.0,0.1328125,0.0498046875,0.025390625
153.0,0.1328125,0.0498046875,0.025390625
154.0,0.1328125,0.0498046875,0.025390625
155.0,0.1328125,0.0498046875,0.025390625
156.0,0.1328125,0.0498046875,0.025390625
157.0,0.1328125,0.0498046875,0.025390625
158.0,0.1328125,0.0498046875,0.025390625
159.0,0.1328125,0.0498046875,0.025390625
160.0,0.1328125,0.0498046875,0.025390625
161.0,0.1328125,0.0498046875,0.025390625
162.0,0.1328125,0.0498046875,0.025390625
163.0,0.1328125,0.0498046875,0.025390625
164.0,0.1328125,0.0498046875,0.025390625
165.0,0.1328125,0.0498046875,0.025390625
166.0,0.1328125,0.0498046875,0.025390625
167.0,0.1328125,0.0498046875,0.025390625
168.0,0.1328125,0.0498046875,0.025390625
169.0,0.1328125,0.0498046875,0.025390625
170.0,0.1328125,0.0498046875,0.025390625
171.0,0.1328125,0.0498046875,0.025390625
172.0,0.1328125,0.0498046875,0.025390625
173.0,0.1328125,0.0498046875,0.025390625
174.0,0.1328125,0.0498046875,0.025390625
175.0,0.1328125,0.0498046875,0.025390625
176.0,0.1328125,0.0498046875,0.025390625
177.0,0.1328125,0.0498046875,0.025390625
178.0,0.1328125,0.0498046875,0.025390625
179.0,0.1328125,0.0498046875,0.025390625
180.0,0.1328125,0.0498046875,0.025390625
185.0,0.1328125,0.0498046875,0.025390625
190.0,0.1328125,0.0498046875,0.025390625
195.0,0.1328125,0.0498046875,0.025390625
200.0,0.1328125,0.0498046875,0.025390625
205.0,0.1328125,0.0498046875,0.025390625
210.0,0.1328125,0.0498046875,0.025390625
215.0,0.1328125,0.0498046875,0.025390625
220.0,0.1328125,0.0498046875,0.025390625
225.0,0.1328125,0.0498046875,0.025390625
230.0,0.1328125,0.0751953125,0.04248046875
235.0,0.16666666666666666,0.111328125,0.0625
240.0,0.20052083333333331,0.126953125,0.07421875
245.0,0.234375,0.166015625,0.08984375
