strike,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-06-30,2021-07-02,2021-07-16,2021-08-20,2021-09-17,2021-09-30,2021-11-19,2021-12-17,2021-12-31
137.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
140.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
145.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
150.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
151.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
152.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
153.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
154.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
155.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
158.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
160.0,0.380859375,0.265625,0.31640625,0.955078125,0.12890625,0.68359375,0.2734375,0.2177734375,0.35546875,0.49755859375,0.52734375,0.329833984375,0.466796875,0.42919921875
