strike,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-07-16,2021-08-20,2021-09-17,2021-10-15
22.5,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.953125,0.251953125,0.125,0.990234375
25.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.953125,0.251953125,0.125,0.990234375
30.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.953125,0.251953125,0.125,0.990234375
35.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.953125,0.251953125,0.125,0.990234375
40.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.953125,0.251953125,0.125,0.990234375
45.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.953125,0.251953125,0.125,0.990234375
50.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.953125,0.251953125,0.125,0.990234375
55.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.8675986842105263,0.251953125,0.125,0.990234375
60.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.7820723684210527,0.251953125,0.125,0.94921875
65.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.696546052631579,0.251953125,0.125,0.908203125
68.75,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.6110197368421053,0.251953125,0.125,0.8671875
70.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.5254934210526316,0.251953125,0.125,0.826171875
71.25,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.439967105263158,0.251953125,0.125,0.78515625
72.5,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.354440789473684,0.251953125,0.125,0.744140625
73.75,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.2689144736842106,0.251953125,0.125,0.703125
75.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.1833881578947367,0.251953125,0.125,0.662109375
77.5,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.0978618421052633,0.251953125,0.125,0.62109375
80.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,1.0123355263157894,0.251953125,0.125,0.580078125
82.5,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,0.9268092105263157,0.251953125,0.125,0.5390625
85.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,0.841282894736842,0.251953125,0.125,0.498046875
87.5,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,0.7557565789473684,0.251953125,0.125,0.45703125
90.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,0.6702302631578947,0.251953125,0.125,0.416015625
92.5,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,0.584703947368421,0.251953125,0.125,0.375
95.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,0.49917763157894735,0.251953125,0.125,0.333984375
97.5,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,0.4136513157894737,0.251953125,0.125,0.29296875
100.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,0.328125,0.251953125,0.125,0.251953125
102.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,0.31875,0.251953125,0.17578125,0.255859375
102.5,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.421875,0.309375,0.251953125,0.2265625,0.259765625
103.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.40234375,0.3,0.251953125,0.21809895833333334,0.263671875
104.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.3828125,0.290625,0.251953125,0.20963541666666666,0.267578125
105.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.36328125,0.28125,0.251953125,0.201171875,0.271484375
106.0,1.84375,0.7421875,0.234375,0.806640625,0.259765625,0.171875,0.34375,0.2822265625,0.251953125,0.21549479166666666,0.2628580729166667
