strike,2021-06-18,2021-09-17
105.0,0.056640625,0.05224609375
110.0,0.056640625,0.05224609375
115.0,0.056640625,0.05224609375
120.0,0.056640625,0.05224609375
125.0,0.056640625,0.05224609375
130.0,0.056640625,0.05224609375
135.0,0.056640625,0.05224609375
140.0,0.056640625,0.05224609375
145.0,0.056640625,0.05224609375
150.0,0.056640625,0.05224609375
155.0,0.056640625,0.05224609375
160.0,0.056640625,0.05224609375
165.0,0.0927734375,0.0927734375
170.0,0.173828125,0.119140625
175.0,0.20703125,0.1376953125
180.0,0.267578125,0.15234375
185.0,0.296875,0.1884765625
190.0,0.296875,0.189453125
195.0,0.3203125,0.197265625
200.0,0.3671875,0.2109375
