contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date
GE210305C00012000,2021-03-02 20:47:24,12.0,0.99,1.03,0.99,call,2021-03-05
GE210305C00012500,2021-03-02 20:57:57,12.5,0.5,0.62,0.55,call,2021-03-05
GE210305C00013000,2021-03-02 20:59:31,13.0,0.17,0.18,0.18,call,2021-03-05
GE210305C00013500,2021-03-02 20:59:37,13.5,0.04,0.05,0.05,call,2021-03-05
GE210305C00014000,2021-03-02 20:57:55,14.0,0.02,0.03,0.03,call,2021-03-05
GE210305P00012000,2021-03-02 20:59:58,12.0,0.0,0.01,0.01,put,2021-03-05
GE210305P00012500,2021-03-02 20:55:55,12.5,0.04,0.05,0.04,put,2021-03-05
GE210305P00013000,2021-03-02 20:58:32,13.0,0.19,0.2,0.2,put,2021-03-05
GE210305P00013500,2021-03-02 20:57:44,13.5,0.56,0.62,0.57,put,2021-03-05
GE210305P00014000,2021-03-02 20:27:10,14.0,1.01,1.22,1.0,put,2021-03-05
GE210312C00012000,2021-03-02 20:56:46,12.0,1.02,1.13,1.04,call,2021-03-12
GE210312C00012500,2021-03-02 20:40:16,12.5,0.62,0.66,0.67,call,2021-03-12
GE210312C00013000,2021-03-02 20:59:45,13.0,0.33,0.36,0.35,call,2021-03-12
GE210312C00013500,2021-03-02 20:59:37,13.5,0.16,0.17,0.17,call,2021-03-12
GE210312C00014000,2021-03-02 20:40:44,14.0,0.08,0.09,0.08,call,2021-03-12
GE210312P00012000,2021-03-02 17:04:53,12.0,0.06,0.07,0.06,put,2021-03-12
GE210312P00012500,2021-03-02 20:57:10,12.5,0.16,0.17,0.17,put,2021-03-12
GE210312P00013000,2021-03-02 20:54:16,13.0,0.36,0.39,0.36,put,2021-03-12
GE210312P00013500,2021-03-02 20:20:19,13.5,0.69,0.72,0.66,put,2021-03-12
GE210312P00014000,2021-03-02 20:40:19,14.0,1.08,1.27,1.1,put,2021-03-12
GE210319C00012000,2021-03-02 20:51:29,12.0,1.09,1.15,1.13,call,2021-03-19
GE210319C00012500,2021-03-02 20:59:57,12.5,0.72,0.75,0.75,call,2021-03-19
GE210319C00013000,2021-03-02 20:59:38,13.0,0.45,0.47,0.46,call,2021-03-19
GE210319C00013500,2021-03-02 20:59:09,13.5,0.26,0.28,0.27,call,2021-03-19
GE210319C00014000,2021-03-02 20:59:27,14.0,0.15,0.16,0.15,call,2021-03-19
GE210319P00012000,2021-03-02 20:47:08,12.0,0.14,0.15,0.14,put,2021-03-19
GE210319P00012500,2021-03-02 20:30:20,12.5,0.26,0.27,0.26,put,2021-03-19
GE210319P00013000,2021-03-02 20:56:46,13.0,0.47,0.48,0.47,put,2021-03-19
GE210319P00013500,2021-03-02 20:46:32,13.5,0.78,0.81,0.77,put,2021-03-19
GE210319P00014000,2021-03-02 20:11:30,14.0,1.15,1.2,1.08,put,2021-03-19
GE210326C00012000,2021-03-02 20:24:05,12.0,1.11,1.21,1.2,call,2021-03-26
GE210326C00012500,2021-03-02 19:50:08,12.5,0.79,0.83,0.83,call,2021-03-26
GE210326C00013000,2021-03-02 20:59:28,13.0,0.52,0.55,0.53,call,2021-03-26
GE210326C00013500,2021-03-02 20:59:28,13.5,0.33,0.35,0.33,call,2021-03-26
GE210326C00014000,2021-03-02 20:20:40,14.0,0.2,0.22,0.23,call,2021-03-26
GE210326P00012000,2021-03-02 19:00:31,12.0,0.18,0.2,0.17,put,2021-03-26
GE210326P00012500,2021-03-02 20:26:55,12.5,0.32,0.35,0.33,put,2021-03-26
GE210326P00013000,2021-03-02 18:20:49,13.0,0.55,0.57,0.56,put,2021-03-26
GE210326P00013500,2021-03-02 15:58:14,13.5,0.85,0.89,0.82,put,2021-03-26
GE210326P00014000,2021-03-01 19:52:40,14.0,1.21,1.28,1.2,put,2021-03-26
GE210401C00012000,2021-03-02 19:59:32,12.0,1.18,1.27,1.31,call,2021-04-01
GE210401C00012500,2021-03-02 17:36:19,12.5,0.87,0.89,0.91,call,2021-04-01
GE210401C00013000,2021-03-02 20:59:55,13.0,0.6,0.61,0.61,call,2021-04-01
GE210401C00013500,2021-03-02 20:57:39,13.5,0.39,0.41,0.41,call,2021-04-01
GE210401C00014000,2021-03-02 20:46:16,14.0,0.24,0.28,0.28,call,2021-04-01
GE210401P00012000,2021-03-02 20:57:52,12.0,0.22,0.25,0.22,put,2021-04-01
GE210401P00012500,2021-03-02 20:23:57,12.5,0.38,0.41,0.38,put,2021-04-01
GE210401P00013000,2021-03-02 20:48:19,13.0,0.6,0.64,0.6,put,2021-04-01
GE210401P00013500,2021-03-02 16:00:27,13.5,0.9,0.94,0.87,put,2021-04-01
GE210401P00014000,2021-03-01 18:43:48,14.0,1.25,1.38,1.16,put,2021-04-01
GE210409C00012000,2021-03-02 18:14:45,12.0,1.24,1.33,1.34,call,2021-04-09
GE210409C00012500,2021-03-02 20:31:28,12.5,0.93,0.97,0.99,call,2021-04-09
GE210409C00013000,2021-03-02 20:17:55,13.0,0.65,0.74,0.68,call,2021-04-09
GE210409C00013500,2021-03-02 20:24:02,13.5,0.47,0.49,0.48,call,2021-04-09
GE210409C00014000,2021-03-02 20:55:08,14.0,0.31,0.34,0.33,call,2021-04-09
GE210409P00012000,2021-03-01 19:58:03,12.0,0.28,0.31,0.28,put,2021-04-09
GE210409P00012500,2021-03-02 20:23:01,12.5,0.44,0.48,0.47,put,2021-04-09
GE210409P00013500,2021-03-02 20:51:38,13.5,0.96,1.02,0.95,put,2021-04-09
GE210416C00012000,2021-03-02 20:56:09,12.0,1.3,1.36,1.34,call,2021-04-16
GE210416C00013000,2021-03-02 20:56:46,13.0,0.74,0.76,0.74,call,2021-04-16
GE210416C00014000,2021-03-02 20:58:35,14.0,0.38,0.39,0.39,call,2021-04-16
GE210416P00012000,2021-03-02 20:26:44,12.0,0.34,0.35,0.34,put,2021-04-16
GE210416P00013000,2021-03-02 20:26:44,13.0,0.74,0.76,0.73,put,2021-04-16
GE210416P00014000,2021-03-02 19:22:45,14.0,1.37,1.41,1.32,put,2021-04-16
GE210618C00012000,2021-03-02 20:58:00,12.0,1.75,1.78,1.76,call,2021-06-18
GE210618C00013000,2021-03-02 20:59:17,13.0,1.22,1.24,1.24,call,2021-06-18
GE210618C00014000,2021-03-02 20:57:08,14.0,0.83,0.85,0.84,call,2021-06-18
GE210618P00012000,2021-03-02 20:49:02,12.0,0.75,0.78,0.74,put,2021-06-18
GE210618P00013000,2021-03-02 20:23:33,13.0,1.22,1.24,1.22,put,2021-06-18
GE210618P00014000,2021-03-02 19:20:54,14.0,1.81,1.85,1.78,put,2021-06-18
