contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
GE250829C00265000,2025-08-27 18:22:55+00:00,5.0,265.0,0.0,0.0,9.0,call,2025-08-29
GE250829C00267500,2025-08-27 18:51:49+00:00,12.0,267.5,0.0,0.0,7.18,call,2025-08-29
GE250829C00270000,2025-08-27 19:50:02+00:00,131.0,270.0,0.0,0.0,5.4,call,2025-08-29
GE250829C00272500,2025-08-27 19:59:00+00:00,141.0,272.5,0.0,0.0,3.2,call,2025-08-29
GE250829C00275000,2025-08-27 19:56:00+00:00,357.0,275.0,0.0,0.0,1.94,call,2025-08-29
GE250829C00277500,2025-08-27 19:56:45+00:00,170.0,277.5,0.0,0.0,1.01,call,2025-08-29
GE250829C00280000,2025-08-27 19:51:00+00:00,122.0,280.0,0.0,0.0,0.46,call,2025-08-29
GE250829C00282500,2025-08-27 19:43:10+00:00,35.0,282.5,0.0,0.0,0.27,call,2025-08-29
GE250829C00285000,2025-08-27 19:59:18+00:00,54.0,285.0,0.0,0.0,0.09,call,2025-08-29
GE250829C00287500,2025-08-27 14:22:57+00:00,3.0,287.5,0.0,0.0,0.14,call,2025-08-29
GE250829C00290000,2025-08-27 16:38:08+00:00,26.0,290.0,0.0,0.0,0.04,call,2025-08-29
GE250829C00292500,2025-08-26 14:43:39+00:00,3.0,292.5,0.0,0.0,0.19,call,2025-08-29
GE250829C00295000,2025-08-27 16:38:08+00:00,9.0,295.0,0.0,0.0,0.04,call,2025-08-29
GE250829C00297500,2025-08-14 13:33:43+00:00,,297.5,0.0,0.0,0.45,call,2025-08-29
GE250829C00300000,2025-08-26 19:31:57+00:00,50.0,300.0,0.0,0.0,0.05,call,2025-08-29
GE250829C00305000,2025-08-25 19:54:31+00:00,30.0,305.0,0.0,0.0,0.04,call,2025-08-29
GE250829C00310000,2025-08-21 13:30:32+00:00,3.0,310.0,0.0,0.0,0.05,call,2025-08-29
GE250829C00315000,2025-08-19 18:43:38+00:00,5.0,315.0,0.0,0.0,0.01,call,2025-08-29
GE250829C00320000,2025-08-22 14:09:54+00:00,1.0,320.0,0.0,0.0,0.02,call,2025-08-29
GE250829C00325000,2025-08-13 13:55:05+00:00,,325.0,0.0,0.0,0.18,call,2025-08-29
GE250829P00255000,2025-08-27 19:19:16+00:00,25.0,255.0,0.0,0.0,0.08,put,2025-08-29
GE250829P00257500,2025-08-27 19:20:46+00:00,43.0,257.5,0.0,0.0,0.14,put,2025-08-29
GE250829P00260000,2025-08-27 19:25:38+00:00,1534.0,260.0,0.0,0.0,0.14,put,2025-08-29
GE250829P00262500,2025-08-27 19:34:29+00:00,33.0,262.5,0.0,0.0,0.19,put,2025-08-29
GE250829P00265000,2025-08-27 19:59:35+00:00,69.0,265.0,0.0,0.0,0.36,put,2025-08-29
