strike,2021-07-16,2021-09-17
230.0,1.99853515625,1.3994140625
232.0,1.99853515625,1.4208984375
236.0,1.99853515625,1.43603515625
240.0,1.99853515625,1.38916015625
244.0,1.99853515625,1.489013671875
248.0,1.99853515625,1.4697265625
250.0,1.99853515625,1.43408203125
252.0,1.99853515625,1.444580078125
256.0,1.99853515625,1.4482421875
260.0,1.99853515625,1.4521484375
270.0,1.99853515625,1.42138671875
280.0,1.99853515625,1.490478515625
290.0,1.99853515625,1.426025390625
300.0,1.99853515625,1.521240234375
304.0,1.99853515625,1.51708984375
306.0,1.99853515625,1.47119140625
308.0,1.99853515625,1.51611328125
310.0,1.99853515625,1.511474609375
312.0,1.99853515625,1.52783203125
314.0,1.99853515625,1.534912109375
316.0,1.99853515625,1.534912109375
318.0,1.99853515625,1.534912109375
320.0,1.99853515625,1.534912109375
322.0,1.99853515625,1.534912109375
324.0,1.99853515625,1.534912109375
326.0,1.99853515625,1.534912109375
328.0,1.99853515625,1.534912109375
330.0,1.99853515625,1.534912109375
332.0,1.99853515625,1.534912109375
334.0,1.99853515625,1.534912109375
336.0,1.99853515625,1.534912109375
377.0,1.99853515625,1.534912109375
378.0,1.99853515625,1.534912109375
379.0,1.99853515625,1.534912109375
380.0,1.99853515625,1.534912109375
381.0,1.99853515625,1.534912109375
382.0,1.99853515625,1.534912109375
383.0,1.99853515625,1.534912109375
384.0,1.99853515625,1.534912109375
385.0,1.99853515625,1.534912109375
386.0,1.99853515625,1.534912109375
387.0,1.9979341947115385,1.534912109375
388.0,1.9973332331730769,1.534912109375
389.0,1.9967322716346154,1.534912109375
390.0,1.9961313100961537,1.534912109375
391.0,1.9955303485576923,1.534912109375
392.0,1.9949293870192308,1.534912109375
393.0,1.9943284254807692,1.534912109375
394.0,1.9937274639423077,1.534912109375
395.0,1.9931265024038463,1.534912109375
396.0,1.9925255408653846,1.534912109375
397.0,1.9919245793269231,1.534912109375
398.0,1.9913236177884615,1.534912109375
399.0,1.99072265625,1.534912109375
400.0,1.99072265625,1.534912109375
405.0,1.99072265625,1.534912109375
410.0,1.99072265625,1.534912109375
1680.0,1.99072265625,1.534912109375
1690.0,1.99072265625,1.534912109375
1700.0,1.99072265625,1.534912109375
1750.0,1.99072265625,1.534912109375
1760.0,1.99072265625,1.534912109375
1770.0,1.99072265625,1.534912109375
1780.0,1.99072265625,1.534912109375
1790.0,1.99072265625,1.534912109375
1800.0,1.99072265625,1.534912109375
1810.0,1.99072265625,1.534912109375
1820.0,1.99072265625,1.534912109375
1830.0,1.99072265625,1.534912109375
1840.0,1.99072265625,1.534912109375
1850.0,1.99072265625,1.534912109375
1860.0,1.99072265625,1.534912109375
1870.0,1.99072265625,1.534912109375
1875.0,1.99072265625,1.534912109375
1880.0,1.99072265625,1.534912109375
1885.0,1.99072265625,1.534912109375
1890.0,1.99072265625,1.534912109375
1900.0,1.99072265625,1.534912109375
1920.0,1.99072265625,1.534912109375
1930.0,1.99072265625,1.534912109375
1940.0,1.99072265625,1.534912109375
1950.0,1.99072265625,1.534912109375
1955.0,1.99072265625,1.534912109375
1960.0,1.99072265625,1.534912109375
1965.0,1.99072265625,1.534912109375
1970.0,1.99072265625,1.534912109375
1980.0,1.99072265625,1.534912109375
1985.0,1.99072265625,1.534912109375
1990.0,1.99072265625,1.534912109375
1995.0,1.99072265625,1.534912109375
2000.0,1.99072265625,1.534912109375
2025.0,1.99072265625,1.534912109375
2050.0,1.99072265625,1.534912109375
2075.0,1.99072265625,1.534912109375
2100.0,1.99072265625,1.534912109375
2125.0,1.99072265625,1.534912109375
2150.0,1.99072265625,1.534912109375
2175.0,1.99072265625,1.534912109375
2200.0,1.99072265625,1.534912109375
2250.0,1.99072265625,1.534912109375
2275.0,1.99072265625,1.534912109375
2300.0,1.99072265625,1.534912109375
2325.0,1.99072265625,1.534912109375
2350.0,1.99072265625,1.534912109375
2400.0,1.99072265625,1.534912109375
2425.0,1.99072265625,1.534912109375
2450.0,1.99072265625,1.534912109375
2500.0,1.99072265625,1.534912109375
2550.0,1.99072265625,1.534912109375
2600.0,1.99072265625,1.534912109375
2650.0,1.99072265625,1.534912109375
