contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,call_put,exp_date,time to maturity,implied volatility
GE210312C00013000,2021-03-08 20:55:53,13.0,1.2,1.24,1.22,call,2021-03-12,0.010958904109589041,0.6689453125
GE210312C00013500,2021-03-08 20:57:20,13.5,0.76,0.8,0.79,call,2021-03-12,0.010958904109589041,0.615234375
GE210312C00014000,2021-03-08 20:59:31,14.0,0.44,0.45,0.45,call,2021-03-12,0.010958904109589041,0.595703125
GE210312C00014500,2021-03-08 20:59:47,14.5,0.22,0.24,0.24,call,2021-03-12,0.010958904109589041,0.6201171875
GE210312C00015000,2021-03-08 20:58:32,15.0,0.12,0.13,0.13,call,2021-03-12,0.010958904109589041,0.68359375
GE210312C00015500,2021-03-08 20:58:43,15.5,0.07,0.08,0.07,call,2021-03-12,0.010958904109589041,0.7421875
GE210312P00013000,2021-03-08 20:55:03,13.0,0.04,0.05,0.05,put,2021-03-12,0.010958904109589041,0.68359375
GE210312P00013500,2021-03-08 20:59:17,13.5,0.1,0.12,0.12,put,2021-03-12,0.010958904109589041,0.6298828125
GE210312P00014000,2021-03-08 20:59:38,14.0,0.26,0.28,0.27,put,2021-03-12,0.010958904109589041,0.5859375
GE210312P00014500,2021-03-08 20:58:03,14.5,0.54,0.58,0.56,put,2021-03-12,0.010958904109589041,0.6103515625
GE210312P00015000,2021-03-08 19:47:20,15.0,0.94,0.97,0.97,put,2021-03-12,0.010958904109589041,0.72265625
GE210312P00015500,2021-03-08 17:18:57,15.5,1.36,1.43,1.39,put,2021-03-12,0.010958904109589041,0.7275390625
GE210319C00013000,2021-03-08 20:59:15,13.0,1.25,1.33,1.29,call,2021-03-19,0.030136986301369864,0.5078125
GE210319C00013500,2021-03-08 20:59:15,13.5,0.89,0.93,0.9,call,2021-03-19,0.030136986301369864,0.50537109375
GE210319C00014000,2021-03-08 20:59:15,14.0,0.58,0.61,0.6,call,2021-03-19,0.030136986301369864,0.51025390625
GE210319C00014500,2021-03-08 20:58:37,14.5,0.36,0.37,0.35,call,2021-03-19,0.030136986301369864,0.4833984375
GE210319C00015000,2021-03-08 20:59:52,15.0,0.22,0.23,0.22,call,2021-03-19,0.030136986301369864,0.537109375
GE210319C00015500,2021-03-08 20:57:36,15.5,0.13,0.15,0.14,call,2021-03-19,0.030136986301369864,0.546875
GE210319P00013000,2021-03-08 20:52:35,13.0,0.13,0.14,0.13,put,2021-03-19,0.030136986301369864,0.546875
GE210319P00013500,2021-03-08 20:57:19,13.5,0.22,0.25,0.25,put,2021-03-19,0.030136986301369864,0.5419921875
GE210319P00014000,2021-03-08 20:57:07,14.0,0.42,0.44,0.42,put,2021-03-19,0.030136986301369864,0.51513671875
GE210319P00014500,2021-03-08 20:48:40,14.5,0.68,0.71,0.71,put,2021-03-19,0.030136986301369864,0.52978515625
