contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
DT210917C00040000,2021-08-19 14:41:22,1.0,40.0,30.8,31.2,22.62,call,2021-09-17
DT210917C00045000,2021-08-25 21:33:42,,45.0,25.5,26.3,14.2,call,2021-09-17
DT210917C00050000,2021-09-01 14:52:30,1.0,50.0,20.8,21.2,20.02,call,2021-09-17
DT210917C00055000,2021-09-02 15:18:24,1.0,55.0,15.8,16.1,14.2,call,2021-09-17
DT210917C00060000,2021-09-03 19:04:09,10.0,60.0,0.0,0.0,11.02,call,2021-09-17
DT210917C00065000,2021-09-03 19:35:28,6.0,65.0,0.0,0.0,6.37,call,2021-09-17
DT210917C00070000,2021-09-03 19:56:55,189.0,70.0,0.0,0.0,2.3,call,2021-09-17
DT210917C00075000,2021-09-03 19:51:33,31.0,75.0,0.0,0.0,0.4,call,2021-09-17
DT210917C00080000,2021-09-03 19:53:43,15.0,80.0,0.0,0.0,0.1,call,2021-09-17
DT210917C00085000,2021-09-03 16:12:43,20.0,85.0,0.0,0.0,0.05,call,2021-09-17
DT210917C00090000,2021-09-03 14:33:21,2.0,90.0,0.0,0.0,0.02,call,2021-09-17
DT210917P00045000,2021-08-23 14:53:53,1.0,45.0,0.0,1.55,0.01,put,2021-09-17
DT210917P00050000,2021-08-30 13:36:10,5.0,50.0,0.0,0.6,0.03,put,2021-09-17
DT210917P00055000,2021-08-27 15:27:42,1.0,55.0,0.0,0.1,0.05,put,2021-09-17
DT210917P00060000,2021-09-02 13:35:09,3.0,60.0,0.0,0.2,0.14,put,2021-09-17
DT210917P00065000,2021-09-03 18:48:58,9.0,65.0,0.0,0.0,0.27,put,2021-09-17
DT210917P00070000,2021-09-03 17:45:55,30.0,70.0,0.0,0.0,1.31,put,2021-09-17
DT210917P00075000,2021-09-03 19:18:14,1.0,75.0,0.0,0.0,4.2,put,2021-09-17
DT211015C00040000,2021-08-27 18:08:22,,40.0,30.8,31.1,27.0,call,2021-10-15
DT211015C00060000,2021-09-03 17:53:35,3.0,60.0,0.0,0.0,11.5,call,2021-10-15
DT211015C00065000,2021-09-03 18:28:02,4.0,65.0,0.0,0.0,7.16,call,2021-10-15
DT211015C00070000,2021-09-03 19:44:55,18.0,70.0,0.0,0.0,3.9,call,2021-10-15
DT211015C00075000,2021-09-03 19:03:27,9.0,75.0,0.0,0.0,1.84,call,2021-10-15
DT211015C00080000,2021-09-03 19:20:20,133.0,80.0,0.0,0.0,0.65,call,2021-10-15
DT211015C00085000,2021-09-03 19:52:47,2.0,85.0,0.0,0.0,0.2,call,2021-10-15
DT211015C00090000,2021-09-01 14:56:11,,90.0,0.0,0.2,0.05,call,2021-10-15
DT211015P00055000,2021-08-26 16:37:18,1.0,55.0,0.1,0.25,0.46,put,2021-10-15
DT211015P00060000,2021-09-03 17:11:36,1.0,60.0,0.0,0.0,0.35,put,2021-10-15
DT211015P00065000,2021-09-03 18:39:22,25.0,65.0,0.0,0.0,1.2,put,2021-10-15
DT211015P00070000,2021-09-03 19:34:16,8.0,70.0,0.0,0.0,2.85,put,2021-10-15
DT211015P00075000,2021-09-01 15:37:42,1.0,75.0,5.7,5.9,6.6,put,2021-10-15
DT211119C00030000,2021-08-25 21:33:42,,30.0,40.7,41.3,19.95,call,2021-11-19
DT211119C00035000,2021-08-25 18:32:25,2.0,35.0,35.8,36.4,33.2,call,2021-11-19
