contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
MS210910C00097000,2021-09-02 19:11:56,2.0,97.0,7.25,7.4,7.75,call,2021-09-10
MS210910C00098000,2021-08-25 17:54:08,1.0,98.0,6.25,6.45,7.15,call,2021-09-10
MS210910C00099000,2021-09-01 18:52:55,4.0,99.0,4.95,5.5,5.75,call,2021-09-10
MS210910C00100000,2021-09-03 18:03:54,4.0,100.0,0.0,0.0,4.47,call,2021-09-10
MS210910C00101000,2021-09-03 14:23:54,8.0,101.0,0.0,0.0,4.27,call,2021-09-10
MS210910C00102000,2021-09-03 18:13:58,35.0,102.0,0.0,0.0,2.65,call,2021-09-10
MS210910C00103000,2021-09-03 19:49:37,36.0,103.0,0.0,0.0,2.0,call,2021-09-10
MS210910C00104000,2021-09-03 19:51:17,217.0,104.0,0.0,0.0,1.33,call,2021-09-10
MS210910C00105000,2021-09-03 19:58:11,608.0,105.0,0.0,0.0,0.75,call,2021-09-10
MS210910C00106000,2021-09-03 19:59:24,166.0,106.0,0.0,0.0,0.41,call,2021-09-10
MS210910C00107000,2021-09-03 19:49:12,202.0,107.0,0.0,0.0,0.23,call,2021-09-10
MS210910C00108000,2021-09-03 19:58:27,134.0,108.0,0.0,0.0,0.1,call,2021-09-10
MS210910C00109000,2021-09-03 19:04:25,49.0,109.0,0.0,0.0,0.05,call,2021-09-10
MS210910C00110000,2021-09-03 18:47:22,456.0,110.0,0.0,0.0,0.02,call,2021-09-10
MS210910C00111000,2021-09-03 17:23:41,376.0,111.0,0.0,0.0,0.03,call,2021-09-10
MS210910C00112000,2021-09-03 16:57:01,20.0,112.0,0.0,0.0,0.01,call,2021-09-10
MS210910C00113000,2021-08-31 14:23:55,1.0,113.0,0.0,0.03,0.03,call,2021-09-10
MS210910C00114000,2021-09-02 17:52:39,1.0,114.0,0.0,0.03,0.03,call,2021-09-10
MS210910C00115000,2021-08-31 13:59:34,1.0,115.0,0.0,0.03,0.01,call,2021-09-10
MS210910C00117000,2021-08-26 17:43:53,,117.0,0.0,0.44,0.09,call,2021-09-10
MS210910P00094000,2021-09-03 19:41:45,33.0,94.0,0.0,0.0,0.04,put,2021-09-10
MS210910P00095000,2021-09-03 19:54:31,23.0,95.0,0.0,0.0,0.05,put,2021-09-10
MS210910P00096000,2021-09-03 16:44:25,2.0,96.0,0.0,0.0,0.06,put,2021-09-10
