contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date
GE210305C00012000,2021-03-01 20:53:55,12.0,1.1,1.2,1.17,call,2021-03-05
GE210305C00012500,2021-03-01 20:58:19,12.5,0.61,0.7,0.65,call,2021-03-05
GE210305C00013000,2021-03-01 20:59:24,13.0,0.28,0.29,0.29,call,2021-03-05
GE210305C00013500,2021-03-01 20:59:17,13.5,0.09,0.1,0.1,call,2021-03-05
GE210305C00014000,2021-03-01 20:59:37,14.0,0.03,0.04,0.04,call,2021-03-05
GE210305P00012000,2021-03-01 20:57:35,12.0,0.01,0.02,0.02,put,2021-03-05
GE210305P00012500,2021-03-01 20:56:14,12.5,0.04,0.05,0.04,put,2021-03-05
GE210305P00013000,2021-03-01 20:59:23,13.0,0.16,0.18,0.18,put,2021-03-05
GE210305P00013500,2021-03-01 20:57:35,13.5,0.48,0.51,0.49,put,2021-03-05
GE210305P00014000,2021-03-01 20:54:03,14.0,0.91,0.95,0.9,put,2021-03-05
GE210312C00012000,2021-03-01 20:53:55,12.0,1.14,1.23,1.22,call,2021-03-12
GE210312C00012500,2021-03-01 20:49:42,12.5,0.75,0.78,0.79,call,2021-03-12
GE210312C00013000,2021-03-01 20:59:51,13.0,0.44,0.46,0.46,call,2021-03-12
GE210312C00013500,2021-03-01 20:59:48,13.5,0.24,0.25,0.25,call,2021-03-12
GE210312C00014000,2021-03-01 20:55:51,14.0,0.12,0.13,0.13,call,2021-03-12
GE210312P00012000,2021-03-01 20:42:58,12.0,0.07,0.08,0.07,put,2021-03-12
GE210312P00012500,2021-03-01 20:59:36,12.5,0.16,0.17,0.17,put,2021-03-12
GE210312P00013000,2021-03-01 20:41:41,13.0,0.33,0.35,0.34,put,2021-03-12
GE210312P00013500,2021-03-01 20:52:13,13.5,0.62,0.65,0.62,put,2021-03-12
GE210312P00014000,2021-03-01 20:23:34,14.0,1.01,1.04,0.94,put,2021-03-12
GE210319C00012000,2021-03-01 20:57:35,12.0,1.22,1.25,1.24,call,2021-03-19
GE210319C00012500,2021-03-01 20:53:55,12.5,0.83,0.87,0.85,call,2021-03-19
GE210319C00013000,2021-03-01 20:58:28,13.0,0.53,0.57,0.54,call,2021-03-19
GE210319C00013500,2021-03-01 20:54:54,13.5,0.33,0.35,0.34,call,2021-03-19
GE210319C00014000,2021-03-01 20:57:59,14.0,0.2,0.21,0.19,call,2021-03-19
GE210319P00012000,2021-03-01 20:47:05,12.0,0.12,0.14,0.14,put,2021-03-19
GE210319P00012500,2021-03-01 20:12:55,12.5,0.24,0.26,0.24,put,2021-03-19
GE210319P00013000,2021-03-01 20:46:53,13.0,0.43,0.45,0.44,put,2021-03-19
GE210319P00013500,2021-03-01 20:34:13,13.5,0.71,0.74,0.72,put,2021-03-19
GE210319P00014000,2021-03-01 20:42:05,14.0,1.07,1.11,1.1,put,2021-03-19
GE210326C00012000,2021-03-01 20:50:26,12.0,1.26,1.4,1.31,call,2021-03-26
GE210326C00012500,2021-03-01 20:52:48,12.5,0.9,0.95,0.95,call,2021-03-26
GE210326C00013000,2021-03-01 20:56:26,13.0,0.62,0.65,0.64,call,2021-03-26
GE210326C00013500,2021-03-01 20:43:28,13.5,0.4,0.43,0.43,call,2021-03-26
GE210326C00014000,2021-03-01 20:06:32,14.0,0.26,0.28,0.29,call,2021-03-26
GE210326P00012000,2021-03-01 20:48:35,12.0,0.17,0.2,0.18,put,2021-03-26
GE210326P00012500,2021-03-01 20:57:35,12.5,0.3,0.33,0.32,put,2021-03-26
GE210326P00013000,2021-03-01 20:41:06,13.0,0.51,0.53,0.5,put,2021-03-26
GE210326P00013500,2021-03-01 20:57:11,13.5,0.79,0.82,0.8,put,2021-03-26
GE210326P00014000,2021-03-01 19:52:40,14.0,1.13,1.21,1.06,put,2021-03-26
GE210401C00012000,2021-03-01 19:15:05,12.0,1.3,1.38,1.41,call,2021-04-01
GE210401C00012500,2021-03-01 20:30:00,12.5,0.96,1.01,1.04,call,2021-04-01
GE210401C00013000,2021-03-01 20:58:28,13.0,0.67,0.71,0.67,call,2021-04-01
GE210401C00013500,2021-03-01 20:59:18,13.5,0.47,0.5,0.47,call,2021-04-01
GE210401C00014000,2021-03-01 20:56:40,14.0,0.3,0.34,0.31,call,2021-04-01
GE210401P00012000,2021-03-01 20:55:39,12.0,0.2,0.24,0.22,put,2021-04-01
GE210401P00012500,2021-03-01 20:57:35,12.5,0.35,0.39,0.37,put,2021-04-01
GE210401P00013000,2021-03-01 18:33:05,13.0,0.56,0.61,0.57,put,2021-04-01
GE210401P00013500,2021-03-01 19:28:13,13.5,0.84,0.9,0.77,put,2021-04-01
GE210401P00014000,2021-03-01 18:43:48,14.0,1.16,1.24,1.15,put,2021-04-01
GE210409C00012000,2021-03-01 19:42:45,12.0,1.32,1.46,1.5,call,2021-04-09
GE210409C00012500,2021-03-01 20:33:16,12.5,1.02,1.08,1.1,call,2021-04-09
GE210409C00013000,2021-03-01 20:38:55,13.0,0.73,0.79,0.8,call,2021-04-09
GE210409C00013500,2021-03-01 20:33:55,13.5,0.51,0.56,0.56,call,2021-04-09
GE210409C00014000,2021-03-01 20:47:02,14.0,0.35,0.4,0.37,call,2021-04-09
GE210409P00012000,2021-03-01 19:58:03,12.0,0.25,0.29,0.26,put,2021-04-09
GE210409P00012500,2021-03-01 19:19:47,12.5,0.42,0.45,0.38,put,2021-04-09
GE210409P00013500,2021-03-01 17:24:00,13.5,0.9,0.95,0.89,put,2021-04-09
GE210416C00012000,2021-03-01 20:58:01,12.0,1.43,1.49,1.43,call,2021-04-16
GE210416C00013000,2021-03-01 20:58:57,13.0,0.81,0.85,0.82,call,2021-04-16
GE210416C00014000,2021-03-01 20:57:33,14.0,0.43,0.45,0.44,call,2021-04-16
GE210416P00012000,2021-03-01 20:47:03,12.0,0.32,0.34,0.32,put,2021-04-16
GE210416P00013000,2021-03-01 20:59:20,13.0,0.69,0.72,0.71,put,2021-04-16
GE210416P00014000,2021-03-01 20:06:15,14.0,1.3,1.34,1.33,put,2021-04-16
GE210618C00012000,2021-03-01 20:59:54,12.0,1.83,1.88,1.85,call,2021-06-18
GE210618C00013000,2021-03-01 20:59:14,13.0,1.3,1.31,1.31,call,2021-06-18
GE210618C00014000,2021-03-01 20:56:48,14.0,0.87,0.92,0.9,call,2021-06-18
GE210618P00012000,2021-03-01 20:54:40,12.0,0.7,0.73,0.7,put,2021-06-18
GE210618P00013000,2021-03-01 20:27:26,13.0,1.15,1.19,1.18,put,2021-06-18
GE210618P00014000,2021-03-01 20:57:35,14.0,1.74,1.78,1.77,put,2021-06-18
